,school_name,school_type,addr
406,서울문백초등학교,공립,서울특별시 금천구 시흥대로47길 43-1 (시흥동. 문백초등학교)
407,서울문성초등학교,공립,서울특별시 금천구 시흥대로 460 . 서울문성초등학교  (독산동)
408,서울백산초등학교,공립,서울특별시 금천구 시흥대로38길 78 (시흥동. 백산초등학교)
409,서울시흥초등학교,공립,서울특별시 금천구 독산로23길 26 . 서울시흥초등학교 (시흥동)
410,서울신흥초등학교,공립,서울특별시 금천구 독산로36나길 21 (시흥동. 신흥초등학교)
411,서울안천초등학교,공립,서울특별시 금천구 한내로 69-16 . 서울안천초등학교 (독산동)
412,서울영남초등학교,공립,서울특별시 금천구 문성로 62-15 (독산동)
413,서울정심초등학교,공립,서울특별시 금천구 독산로78다길 89 . 정심초등학교 (독산동)
414,서울탑동초등학교,공립,서울특별시 금천구 탑골로 47-3 . 서울탑동초등학교 (시흥동)
415,서울당산초등학교,공립,서울특별시 영등포구 선유로55길 32 . 서울당산초등학교 (양평동4가)
416,서울당서초등학교,공립,서울특별시 영등포구 당산로 187 . 서울당서초등학교 (당산동5가)
417,서울당중초등학교,공립,서울특별시 영등포구 선유로 131 . 서울당중초등학교 (양평동3가)
418,서울대길초등학교,공립,서울특별시 영등포구 대방천로 206 . 서울대길초등학교 (신길동)
419,서울대동초등학교,공립,서울특별시 영등포구 대림로21길 6 . 서울대동초등학교 (대림동)
420,서울대방초등학교,공립,서울특별시 영등포구 여의대방로35길 14 (신길동)
421,서울대영초등학교,공립,서울특별시 영등포구 신길로23길 43 (신길동)
422,서울도림초등학교,공립,서울특별시 영등포구 가마산로65길 22 . 서울도림초등학교 (신길동)
423,서울도신초등학교,공립,서울특별시 영등포구 도림로53길 32-9 서울도신초등학교 (대림동)
424,서울문래초등학교,공립,서울특별시 영등포구 문래로 104 (문래동3가. 문래초등학교)
425,서울선유초등학교,공립,서울특별시 영등포구 선유로43가길 14 (양평동3가. 서울선유초등학교)
426,서울신대림초등학교,공립,서울특별시 영등포구 대림로8길 25 (대림동)
427,서울신영초등학교,공립,서울특별시 영등포구 도신로4길 32 (대림동.신영초등학교)
428,서울여의도초등학교,공립,서울특별시 영등포구 여의대방로 439 . 서울여의도초등학교 (여의도동)
429,서울영동초등학교,공립,서울특별시 영등포구 국회대로53길 20 (당산동. 영동초등학교)
430,서울영등포초등학교,공립,서울특별시 영등포구 경인로 756 (문래동1가)
431,서울영림초등학교,공립,서울특별시 영등포구 시흥대로173길 14 . 서울영림초등학교 (대림동)
432,서울영문초등학교,공립,서울특별시 영등포구 문래로 56 . 서울영문초등학교 (문래동6가)
433,서울영신초등학교,공립,서울특별시 영등포구 도신로60길 23 (신길동)
434,서울영원초등학교,공립,서울특별시 영등포구 도영로 22길 31 (도림동)
435,서울영중초등학교,공립,서울특별시 영등포구 양산로 185 . 서울영중초등학교 (영등포동7가)
436,서울우신초등학교,공립,서울특별시 영등포구 신길로 190 (신길동.우신초등학교)
437,서울윤중초등학교,공립,서울특별시 영등포구 여의나루로2길 14 (여의도동)
438,서울강남초등학교,공립,서울특별시 동작구 강남초등길 15 (상도1동. 강남초등학교)
439,서울남사초등학교,공립,서울특별시 동작구 동작대로13길 22 (사당동)
440,서울남성초등학교,공립,서울특별시 동작구 사당로23길 57-14 (사당동. 서울남성초등학교)
441,서울노량진초등학교,공립,서울특별시 동작구 장승배기로 160 (노량진동)
442,서울대림초등학교,공립,서울특별시 동작구 대방동1길 22 (대방동)
443,서울동작초등학교,공립,서울특별시 동작구 동작대로29길 214 . 서울동작초등학교 (사당동)
444,서울문창초등학교,공립,서울특별시 동작구 신대방2길 14 (신대방동.서울문창초등학교)
445,서울보라매초등학교,공립,서울특별시 동작구 여의대방로16길 30 . 서울보라매초등학교 (신대방동)
446,서울본동초등학교,공립,서울특별시 동작구 노량진로26길 16-40 . 서울본동초등학교 (본동)
447,서울삼일초등학교,공립,서울특별시 동작구 사당로23나길 27 . 서울삼일초등학교 (사당동)
448,서울상도초등학교,공립,서울특별시 동작구 성대로21길 62 (상도동.상도초등학교)
449,서울상현초등학교,공립,서울특별시 동작구 상도로58길 21 (상도동)
450,서울신길초등학교,공립,서울특별시 동작구 알마타길 16 (대방동)
451,서울신남성초등학교,공립,서울특별시 동작구 사당로 146 (사당동)
452,서울신상도초등학교,공립,서울특별시 동작구 장승배기로 14 (상도동.서울신상도초등학교)
453,서울영본초등학교,공립,서울특별시 동작구 만양로12가길 69 . 서울영본초등학교 (본동)
454,서울영화초등학교,공립,서울특별시 동작구 등용로8길 3 . 서울영화초등학교 (대방동)
455,서울은로초등학교,공립,서울특별시 동작구 서달로 115 . 서울은로초등학교 (흑석동)
456,서울행림초등학교,공립,서울특별시 동작구 솔밭로 47 (사당동.행림초등학교)
457,서울흑석초등학교,공립,서울특별시 동작구 현충로 87 . 서울흑석초등학교 (흑석동)
458,중앙대학교사범대학부속초등학교,사립,서울특별시 동작구 서달로 135 중앙대학교 사범대학 부속초등학교 (흑석동 233)
459,서울관악초등학교,공립,서울 관악구 청룡4길 49 . 관악초등학교 (봉천동.관악초등학교)
460,서울구암초등학교,공립,서울특별시 관악구 구암길 1 서울구암초등학교 (봉천동)
461,서울난곡초등학교,공립,서울특별시 관악구 난곡로35길 102 (신림동. 서울난곡초등학교)
462,서울난우초등학교,공립,서울특별시 관악구 난우길 40 (신림동. 난우초등학교)
463,서울난향초등학교,공립,서울특별시 관악구 난향길 9 (신림동.난향초등학교)
464,서울남부초등학교,공립,서울특별시 관악구 남부순환로163길 14 . 서울남부초등학교 (신림동)
465,서울당곡초등학교,공립,서울특별시 관악구 보라매로2길 23 . 23 (봉천동.당곡초등학교)
466,서울미성초등학교,공립,서울특별시 관악구 문성로 79 . 서울미성초등학교 (신림동)
467,서울봉천초등학교,공립,서울특별시 관악구 행운1라길 17 . 서울봉천초등학교 (봉천동.봉천초등학교)
468,서울봉현초등학교,공립,서울특별시 관악구 성현로 117 (봉천동.서울봉현초등학교)
469,서울사당초등학교,공립,서울특별시 관악구 남현4길 51 . 서울사당초등학교 (남현동)
470,서울삼성초등학교,공립,서울특별시 관악구 대학7길 52 (신림동)
471,서울신림초등학교,공립,서울특별시 관악구 문성로28길 31 . 서울신림초등학교 (신림동)
472,서울신봉초등학교,공립,서울특별시 관악구 양녕로6나길 1 (봉천동)
473,서울신성초등학교,공립,서울특별시 관악구 신림로 114 . 서울신성초등학교 (신림동)
474,서울신우초등학교,공립,서울특별시 관악구 호암로 498 . 신우초등학교 (신림동)
475,서울원당초등학교,공립,서울특별시 관악구 봉천로 505 (봉천동)
476,서울원신초등학교,공립,서울특별시 관악구 광신길 177 . 원신초등학교 (신림동)
477,서울은천초등학교,공립,서울특별시 관악구 은천로 69 (봉천동)
478,서울인헌초등학교,공립,서울특별시 관악구 낙성대로 23 (봉천동)
479,서울조원초등학교,공립,서울특별시 관악구 조원로 67 (신림동)
480,서울청룡초등학교,공립,서울특별시 관악구 관악로5길 61 (봉천동. 서울청룡초등학교)
481,계성초등학교,사립,서울특별시 서초구 신반포로19길 23 . 계성초등학교 (반포동)
482,서울교육대학교부설초등학교,국립,서울특별시 서초구 서초중앙로 96 (서초동.서울교대초등학교)
483,서울매헌초등학교,공립,서울특별시 서초구 언남길 8 (양재동.매헌초등학교)
484,서울반원초등학교,공립,서울특별시 서초구 잠원로3길 28 (잠원동.반원초등학교)
485,서울반포초등학교,공립,서울특별시 서초구 신반포로 55-4 . 서울반포초등학교 (반포동.반포초등학교)
486,서울방배초등학교,공립,서울특별시 서초구 방배중앙로13길 26 (방배동.방배초등학교)
487,서울방일초등학교,공립,서울특별시 서초구 방배로18길 52 (방배동)
488,서울방현초등학교,공립,서울특별시 서초구 효령로4길 58 (방배동.방현초등학교)
489,서울서래초등학교,공립,서울특별시 서초구 방배로 260 (방배동.서래초등학교)
490,서울서원초등학교,공립,서울특별시 서초구 고무래로 63 . 서울서원초등학교 (반포동)
491,서울서이초등학교,공립,서울특별시 서초구 서운로 35 (서초동.서이초등학교)
492,서울서일초등학교,공립,서울특별시 서초구 남부순환로339길 38 (서초동.서일초등학교)
493,서울서초초등학교,공립,서울특별시 서초구 서운로 178 (서초동. 서초초등학교)
494,서울신동초등학교,공립,서울특별시 서초구 나루터로 15 (잠원동.신동초등학교)
495,서울신중초등학교,공립,서울특별시 서초구 남부순환로317길 15 (서초동.서울신중초등학교)
496,서울양재초등학교,공립,서울특별시 서초구 바우뫼로18길 14 (양재동.양재초등학교)
497,서울언남초등학교,공립,서울특별시 서초구 헌릉로8길 42 (내곡동)
498,서울우면초등학교,공립,서울특별시 서초구 태봉로 59
499,서울우솔초등학교,공립,서울특별시 서초구 양재대로2길 74 . 서울우솔초등학교 (우면동)
500,서울우암초등학교,공립,서울특별시 서초구 바우뫼로7길 38 (우면동.우암초등학교)
501,서울원명초등학교,공립,서울특별시 서초구 고무래로 90-6 (서초동.원명초등학교)
502,서울원촌초등학교,공립,서울특별시 서초구 사평대로45길 26 (반포동.서울원촌초등학교)
503,서울이수초등학교,공립,서울특별시 서초구 방배천로4길 23 서울이수초등학교 (방배동.이수초등학교)
504,서울잠원초등학교,공립,서울특별시 서초구 신반포로16길 15-25 (반포동. 잠원초등학교)
505,서울개원초등학교,공립,서울특별시 강남구 선릉로 29 (개포동.개원초등학교)
506,서울개일초등학교,공립,서울특별시 강남구 개포로 401 . 개일초등학교 (개포동.개일초등학교)
507,서울개포초등학교,공립,서울특별시 강남구 영동대로3길 45 (개포동.개포초등학교)
508,서울구룡초등학교,공립,서울특별시 강남구 개포로 263 (개포동.구룡초등학교)
509,서울논현초등학교,공립,서울특별시 강남구 강남대로120길 33 (논현동.논현초등학교)
510,서울대곡초등학교,공립,서울특별시 강남구 남부순환로 3022 서울대곡초등학교 (대치동.대곡초등학교)
511,서울대도초등학교,공립,서울특별시 강남구 선릉로 209 (도곡동. 서울대도초등학교)
512,서울대모초등학교,공립,서울특별시 강남구 광평로20길 27 . 대모초등학교 (일원동.대모초등학교)
513,서울대왕초등학교,공립,서울특별시 강남구 헌릉로618길 8 (세곡동.대왕초등학교)
514,서울대진초등학교,공립,서울특별시 강남구 개포로109길 74 . 서울대진초등학교 (개포동)
515,서울대청초등학교,공립,서울특별시 강남구 양재대로55길 28 . 서울대청초등학교 (일원동)
516,서울대치초등학교,공립,서울특별시 강남구 양재천로 363 (대치동. 대치초등학교)
517,서울대현초등학교,공립,서울특별시 강남구 역삼로98길 16 (대치동.대현초등학교)
518,서울도곡초등학교,공립,서울특별시 강남구 선릉로64길 33 (대치동. 도곡초등학교)
519,서울도성초등학교,공립,서울특별시 강남구 역삼로 313 (역삼동.도성초등학교)
520,서울봉은초등학교,공립,서울특별시 강남구 학동로 610 (삼성동.봉은초등학교)
521,서울삼릉초등학교,공립,서울특별시 강남구 봉은사로63길 22 (삼성동.삼릉초등학교)
522,서울세명초등학교,공립,서울특별시 강남구 자곡로 55 . 서울세명초등학교 (세곡동)
523,서울수서초등학교,공립,서울특별시 강남구 광평로51길 46 (수서동.수서초등학교)
524,서울신구초등학교,공립,서울특별시 강남구 압구정로18길 28 (신사동.신구초등학교)
525,서울압구정초등학교,공립,서울특별시 강남구 압구정로39길 29 (압구정동.압구정초등학교)
526,서울양전초등학교,공립,서울특별시 강남구 개포로 513 . 서울양전초등학교 (개포동)
527,서울언북초등학교,공립,서울특별시 강남구 삼성로135길 42 (청담동.언북초등학교)
528,서울언주초등학교,공립,서울특별시 강남구 남부순환로363길 19 (도곡동.언주초등학교)
529,서울역삼초등학교,공립,서울특별시 강남구 강남대로66길 21 서울역삼초등학교 (역삼동)
530,서울영희초등학교,공립,서울특별시 강남구 일원로 21 (일원동.영희초등학교)
531,서울왕북초등학교,공립,서울특별시 강남구 광평로31길 74 (수서동.왕북초등학교)
532,서울율현초등학교,공립,서울특별시 강남구 밤고개로21길 15 . 서울율현초등학교 (자곡동)
533,서울일원초등학교,공립,서울특별시 강남구 영동대로4길 20 (일원동.일원초등학교)
534,서울자곡초등학교,공립,서울특별시 강남구 자곡로 150 (자곡동)
535,서울청담초등학교,공립,서울특별시 강남구 압구정로71길 9 (청담동.청담초등학교)
536,서울포이초등학교,공립,서울특별시 강남구 개포로22길 87 . 서울포이초등학교 (개포동.포이초등학교)
537,서울학동초등학교,공립,서울특별시 강남구 선릉로115길 42 . 서울학동초등학교 (논현동)
538,서울가동초등학교,공립,서울특별시 송파구 중대로20길 47 (가락동)
539,서울가락초등학교,공립,서울특별시 송파구 송파대로37길 45 (가락동. 가락초등학교)
540,서울가원초등학교,공립,서울특별시 송파구 중대로4길 8 (문정동. 가원초등학교)
541,서울가주초등학교,공립,서울특별시 송파구 오금로40길 37 (가락동. 가주초등학교)
542,서울개롱초등학교,공립,서울특별시 송파구 문정로 211 . 서울개롱초등학교 (오금동)
543,서울거여초등학교,공립,서울특별시 송파구 마천로25길 18 (오금동. 거여초등학교)
544,서울거원초등학교,공립,서울특별시 송파구 양산로2길 26 (거여동.거원초등학교)
545,서울남천초등학교,공립,서울특별시 송파구 성내천로 207 (마천동)
546,서울마천초등학교,공립,서울특별시 송파구 마천로61다길 24 . 서울마천초등학교 (마천동)
547,서울문덕초등학교,공립,서울특별시 송파구 송이로34길 60 (문정동)
548,서울문정초등학교,공립,서울특별시 송파구 문정로5길 20 . 문정초등학교 (문정동)
549,서울문현초등학교,공립,서울특별시 송파구 충민로 137 . (서울문현초등학교) (장지동)
550,서울방산초등학교,공립,서울특별시 송파구 오금로27길 42 (방이동)
551,서울방이초등학교,공립,서울특별시 송파구 위례성대로10길 4 . 서울방이초등학교 (방이동)
552,서울버들초등학교,공립,서울특별시 송파구 석촌호수로 81 . 서울버들초등학교 (잠실동)
553,서울삼전초등학교,공립,서울특별시 송파구 백제고분로28길 19 (삼전동. 서울삼전초등학교)
554,서울석촌초등학교,공립,서울특별시 송파구 가락로11길 26 . 서울석촌초등학교 (석촌동)
555,서울세륜초등학교,공립,서울특별시 송파구 양재대로 1264 . 서울세륜초등학교 (방이동)
556,서울송례초등학교,공립,서울특별시 송파구 위례순환로 439 (장지동. 서울송례초등학교)
557,서울송전초등학교,공립,서울특별시 송파구 석촌호수로 159 (잠실동)
558,서울송파초등학교,공립,서울특별시 송파구 백제고분로 400 (송파동)
559,서울신가초등학교,공립,서울특별시 송파구 송이로 75 . 서울신가초등학교 (가락동)
560,서울신천초등학교,공립,서울특별시 송파구 올림픽로 215 (잠실동. 신천초등학교)
561,서울아주초등학교,공립,서울특별시 송파구 올림픽로4길 59 . 서울아주초등학교 (잠실동)
562,서울영풍초등학교,공립,서울특별시 송파구 오금로57길 15 . 서울영풍초등학교 (거여동)
563,서울오금초등학교,공립,서울특별시 송파구 위례성대로22길 11 (오금동.오금초등학교)
564,서울오륜초등학교,공립,서울특별시 송파구 양재대로 1196 . 서울오륜초등학교 (방이동)
565,서울위례별초등학교,공립,서울특별시 송파구 위례광장로 243 . 서울위례별초등학교 (장지동)
566,서울잠동초등학교,공립,서울특별시 송파구 올림픽로35길 122 (신천동. 잠동초등학교)
567,서울잠신초등학교,공립,서울특별시 송파구 잠실로 32 . 서울잠신초등학교 (잠실동)
568,서울잠실초등학교,공립,서울특별시 송파구 올림픽로35길 20 (신천동.잠실초등학교)
569,서울잠일초등학교,공립,서울특별시 송파구 올림픽로 95 서울잠일초등학교 (잠실동)
570,서울잠전초등학교,공립,서울특별시 송파구 올림픽로12길 51 .  (잠실동. 서울잠전초등학교)
571,서울잠현초등학교,공립,서울특별시 송파구 올림픽로37길 109 . 서울잠현초등학교 (신천동)
572,서울중대초등학교,공립,서울특별시 송파구 송파대로36길 8 (송파동)
573,서울토성초등학교,공립,서울특별시 송파구 풍성로20길 44 . 서울토성초등학교 (풍납동)
574,서울평화초등학교,공립,서울특별시 송파구 송파대로26길 22 . 서울평화초등학교 (가락동)
575,서울풍납초등학교,공립,서울특별시 송파구 풍성로 43 (풍납동)
576,서울풍성초등학교,공립,서울특별시 송파구 강동대로2길 13 . (풍납동.풍성초등학교)
577,서울해누리초등학교,공립,서울특별시 송파구 송파대로37길 95 (가락동)
578,서울강덕초등학교,공립,서울특별시 강동구 동남로82길 94-54 (고덕동. 서울강덕초등학교)
579,서울강동초등학교,공립,서울특별시 강동구 상암로14길 77 (천호동.서울강동초등학교)
580,서울강명초등학교,공립,서울특별시 강동구 상일로 74-1 (상일동)
581,서울강빛초등학교,공립,서울특별시 강동구 아리수로93다길 1 (강일동. 강빛초중통합학교)
582,서울강솔초등학교,공립,서울특별시 강동구 고덕로97길 80 . 서울강솔초등학교 (강일동)
583,서울강일초등학교,공립,서울특별시 강동구 아리수로98길 24 . 서울강일초등학교 (강일동)
584,서울고덕초등학교,공립,서울특별시 강동구 아리수로82길 42 . 고덕초등학교 (고덕동)
585,서울고명초등학교,공립,서울특별시 강동구 고덕로46길 53 . 서울고명초등학교 (명일동)
586,서울고일초등학교,공립,서울특별시 강동구 구천면로93길 20 . 서울고일초등학교 (상일동)
587,서울고현초등학교,공립,서울특별시 강동구 상일로11길 110 . 서울고현초등학교
588,서울길동초등학교,공립,서울특별시 강동구 양재대로116길 69 . 서울길동초등학교 (길동)
589,서울대명초등학교,공립,서울특별시 강동구 상암로 271 (명일동.서울대명초등학교)
590,서울둔촌초등학교,공립,서울특별시 강동구 양재대로88길 27 . 서울둔촌초등학교 (둔촌동)
591,서울명덕초등학교,공립,서울특별시 강동구 양재대로156길 11 . 서울명덕초등학교 (고덕동)
592,서울명원초등학교,공립,서울특별시 강동구 명일로 364 . 서울명원초등학교 (명일동)
593,서울명일초등학교,공립,서울특별시 강동구 고덕로38길 8 . 서울명일초등학교(암사동. 서울명일초등학교)
594,서울묘곡초등학교,공립,서울특별시 강동구 동남로79길 46 (고덕동)
595,서울상일초등학교,공립,서울특별시 강동구 천호대로 1477 (상일동)
596,서울선린초등학교,공립,서울특별시 강동구 진황도로61길 29 . 서울선린초등학교 (둔촌동)
597,서울선사초등학교,공립,서울특별시 강동구 올림픽로 837 . 서울선사초등학교 (암사동. 서울선사초등학교)
598,서울성내초등학교,공립,서울특별시 강동구 성내로3길 19 (성내동. 서울성내초등학교)
599,서울성일초등학교,공립,서울특별시 강동구 성내로15길 33 . 서울성일초등학교 (성내동)
600,서울신명초등학교,공립,서울특별시 강동구 명일로24길 33 . 서울신명초등학교 (길동)
601,서울신암초등학교,공립,서울특별시 강동구 올림픽로93길 33-16 . 서울신암초등학교 (암사동)
602,서울위례초등학교,공립,서울특별시 강동구 명일로 23 (둔촌동)
603,서울천동초등학교,공립,서울특별시 강동구 성안로 200 . 서울천동초등학교 (길동)
604,서울천일초등학교,공립,서울특별시 강동구 구천면로 266 . 서울천일초등학교 (천호동)
605,서울천호초등학교,공립,서울특별시 강동구 구천면로 310-11 (천호동.서울천호초등학교)
606,서울한산초등학교,공립,서울특별시 강동구 풍성로 261 (서울한산초등학교. 둔촌동)
607,,,
608,,,
609,,,
610,,,
